breadcrumbs,title,discount,date,duration,price,meals,desc,imgSrc
"Strona główna,Oferty na wczasy,Polska,Sudety,Świeradów Zdrój",Świeradów,,13.12.2020,1 dzień,117,HB - Dwa posiłki,"Kategoria:,***,Region:,Świeradów-Zdrój,OPIS:,Hotel Świeradów oferuje komfortowe pokoje w miejscowości Świeradów-Zdrój. Położony 500 metrów od centrum jest dobrym wyborem na wakacje w regionie Polskie Góry.,Goście obiektu Hotel Świeradów mają dyspozycji wyposażone pokoje, w których znajdują się m.in. sejf w pokoju oraz telewizja satelitarna,jak również parking niestrzeżony. WI-FI w częściach wspólnych hotelu jest dostępny.,W okolicy znajduje się 2 km tras narciarskich należących do stacji narciarskich w regionie Polskie Góry. Najbliższy wyciąg znajduje się 2.5 km od obiektu.,Pokój dla 1 osoby:",https://cdntravelplanet.pl/848493/VXEM/miniature650x367/polska/swieradow/swieradow-zdroj/swieradow_0.jpg?datago=1&t=637431085496762656
"Strona główna,Oferty na wczasy,Polska,Wybrzeże Zachodnie,Kołobrzeg",Solny Kołobrzeg,,11.12.2020,1 dzień,86-,BB - Śniadania,"Kategoria:,***,Region:,Kołobrzeg,OPIS:,Popularny hotel,  położony jest blisko centrum, zaledwie 500 m od długiej, pięknej, piaszczystej plaży. Centrum uzdrowiska z gabinetami spa i zapleczem rekreacyjnym znajduje się około 2 km od hotelu. Liczne szlaki turystyczne rozpoczynają się tuż przy hotelu.,Pokój dla 1-2 osób:,Pokój dla 1 osoby dorosłej i dziecka max 12 lat. Posiada podwójne łóżko, łazienkę z prysznicem i toaletą. Całość około 24 m².,Pokój dla 1-2 osób:",https://cdntravelplanet.pl/439/VXEM/miniature650x367/polska/wybrzeze-zachodnie/kolobrzeg/solny-kolobrzeg_0.jpg?datago=1&t=637429717185022500
"Strona główna,Oferty na wczasy,Polska,Trójmiasto,Gdańsk",Urbi,,17.12.2020,1 dzień,82-,RO - Bez wyżywienia,"Kraj:,POLSKA,Opis:,Hotel Urbi to nowy obiekt na mapie Gdańska. Charakteryzuje go przestronność - i pokoi, i otoczenia, nawet parkingu. Hotel został świetnie zlokalizowany nieopodal Portu Lotniczego im. L. Wałęsy, autostrady, Trójmiejskiego Parku Krajobrazowego oraz centrów handlowych, a przy tym tylko 7 km od zabytkowego Śródmieścia.,Pokoje zostały inteligentnie zaprojektowane, by dostarczyć jak najlepszej formy relaksu. Ich metraż wynosi 20 m2, dzięki czemu można wygodnie zmieścić się nawet z dużymi bagażami. Pokoje utrzymane są w jasnych barwach, wyposażone w sejf, lodówkę, TV, zestaw powitalny z czajnikiem oraz podłączone do bezprzewodowej sieci Wi-Fi. Każdy pokój posiada własną łazienkę z kabiną prysznicową, suszarką do włosów, ręcznikami i zestawem kosmetyków.,Posiłki w Hotelu Urbi to rozkosz dla podniebienia. Hotel dysponuje nowoczesną restauracją ze smacznym menu i przyjemnie utrzymanym barem. Śniadania podawane są w formie urozmaiconego bufetu, goście są zadowoleni z wyboru potraw i dodatków, jaki oferuje.,Przy obiekcie znajduje się przestronny, bezpłatny parking hotelowy.,Pokój 2-osobowy:,Wygodny pokój z sejfem, lodówką, TV, wifi i prywatną łazienkąLokalizacja:",https://cdntravelplanet.pl/1012450/NKRA/miniature650x367/polska/trojmiasto/gdansk/urbi_0.jpg?datago=1&t=637430159494984609
"Strona główna,Oferty na wczasy,Polska,Karkonosze,Szklarska Poręba",Cristal Resort,,08.12.2020,1 dzień,117,BB - Śniadania,"Region:,Szklarska Poręba,OPIS:,Resort Cristal oferuje pokoje w miejscowości Szklarska Poręba. Położony 1.8 km od centrum jest dobrym wyborem na wakacje w regionie Polskie Góry.,W pokojach goście mają do dyspozycji takie udogodnienia jak sejf w pokoju oraz telewizja satelitarna. Dostępny jest także WI-FI w częściach wspólnych hotelu.,W obiekcie Resort Cristal jest strefa wellness, a w niej m.in. basen kryty, łaźnia parowa oraz sauna fińska. Warto z niej skorzystać po aktywnym dniu.,Resort Cristal jest położony w sąsiedztwie ośrodka narciarskiego Polskie Góry, w którym do dyspozycji jest 13 km tras narciarskich.,Pokój dla 1-2 osób:,Pokój dla 1 osoby dorosłej i dziecka max 12 lat. Posiada podwójną sofę do spania, łazienkę z prysznicem i toaletą. Pokój posiada około 29 m².",https://cdntravelplanet.pl/848249/VXEM/miniature650x367/polska/karkonosze/szklarska-poreba/cristal-resort_0.jpg?datago=1&t=637428827010618203
"Strona główna,Oferty na wczasy,Polska,Wybrzeże Zachodnie,Świnoujście",Aquamarina,,08.12.2020,2 dni,89-,RO - Bez wyżywienia,"Kraj:,POLSKA,Opis:,Aquamarina Świnoujście to atrakcyjne miejsce na wakacyjny wypoczynek nad morzem. Usytuowanie w centrum miasta pomiędzy nadmorską promenadą, a Parkiem Zdrojowym zapewnia świetny dostęp do bogatej oferty całorocznych atrakcji. Niezależnie od tego czy będzie to krótki weekendowy wyjazd, wypoczynek w gronie przyjaciół, czy rodzinne wakacje.,Aquamarina udostępnia w pełni wyposażone apartamenty, które charakteryzuje doskonała lokalizacja - blisko plaży, centrum i promenady, ale w zacisznej okolicy, do której nie dociera wakacyjny gwar. Apartamenty to studia składające się z części sypialnej, kącika telewizyjnego, części jadalnej, aneksu kuchennego, łazienki i balkonu z meblami tarasowymi. Przeznaczone są dla 2, 3 lub 4 osób. Aneksy kuchenne są kompletnie wyposażone, każdy zawiera: lodówkę, płytę ceramiczną, czajnik elektryczny, przelewowy ekspres do kawy, toster, naczynia, sztućce, garnki, patelnię, chemię kuchenną itp. Łazienki posiadają kabiny prysznicowe, suszarkę do włosów oraz komplet ręczników.,Apartamenty położone są 200 m od plaży, po sąsiedzku jest wypożyczalnia rowerów i gokartów, Park Zdrojowy, kawiarnia, restauracja, plac zabaw, przystanek autobusowy, a nieopodal aquapark, port jachtowy, Fort Zachodni i park linowy.,Studio dla 2 osób:,Studio z częścią sypialną, jadalną, wyposażonym aneksem kuchennym, łazienką i balkonem,Studio dla 3 osób:",https://cdntravelplanet.pl/1012017/NKRA/miniature650x367/polska/wybrzeze-zachodnie/swinoujscie/aquamarina_0.jpg?datago=1&t=637428273845115156
"Strona główna,Oferty na wczasy,Polska,Trójmiasto,Gdańsk",Villa Angela (Gdańsk),,06.12.2020,1 dzień,79-,BB - Śniadania,"Kraj:,POLSKA,Opis:,Villa Angela to kameralny i elegancki obiekt położony niedaleko centrum Gdańska. Świetna lokalizacja w zacisznej części miasta umożliwia wspaniały wypoczynek  oraz bliską odległość do najciekawszych miejsc. Obiekt oferuje komfortowe noclegi w indywidualnie zaprojektowanych pokojach oraz wyśmienite śniadania. Jest to idealne miejsce na wyjazd w celach turystycznych jak i biznesowych.,Dla gości przygotowano komfortowe i przestronne pokoje urządzone w nowoczesnym i eleganckim stylu. Wnętrza są wyposażone w telewizor z płaskim ekranem i bezprzewodowy internet. W każdym pokoju znajduje się prywatna łazienka z prysznicem oraz suszarką do włosów.,Codziennie serwowane są śniadania z menu. Eleganckie wnętrza nadają temu miejscu niezwykłego klimatu uprzyjemniając posiłek. Do dyspozycji gości jest również taras.,pokój 2-os. standard:,dwuosobowy komfortowy pokój wyposażony w telewizor z płaskim ekranem i bezprzewodowy internet. W każdym pokoju znajduje się prywatna łazienka z prysznicem oraz suszarką do włosów.,pokój 2-os. deluxe:",https://cdntravelplanet.pl/1010423/NKRA/miniature650x367/polska/trojmiasto/gdansk/villa-angela-(gdansk)_0.jpg?datago=1&t=637428526692878047
"Strona główna,Oferty na wczasy,Polska,Trójmiasto,Sopot",B&B Molo,,04.01.2021,1 dzień,74-,RO - Bez wyżywienia,"Kraj:,POLSKA,Opis:,B&B Molo to komfortowy obiekt położony w spokojnej dzielnicy Sopotu, dzieli go tylko 1 km od piaszczystej plaży. Usytuowanie wśród zieleni pozwala na zaczerpnięcie oddechu z dala od zgiełku miasta. Jednocześnie lokalizacja umożliwia szybki dostęp do większości okolicznych atrakcji turystycznych.,Do dyspozycji Gości oddano przestronne pokoje 1, 2, 3 i 4-osobowe, a także 6-osobowe studio z aneksem kuchennym. Wszystkie wnętrza utrzymane są w jasnej kolorystyce i klasycznym, eleganckim stylu. W wyposażeniu znajduje się telewizor z płaskim ekranem, bezprzewodowy dostęp do internetu, biurko oraz czajnik elektryczny. Każdy pokój dysponuje też prywatną łazienką z kabiną prysznicową, suszarką do włosów i zestawem kosmetyków.,Goście B&B Molo mogą skorzystać z oferty gastronomicznej obiektu. Posiłki przygotowywane są ze świeżych, lokalnych produktów, a na życzenie dostępne jest np. menu wegetariańskie. Każdy dzień rozpoczyna się tu pożywnym śniadaniem, w formie bufetu szwedzkiego.,Osoby ceniące sobie chwile relaksu, powinny skorzystać z kameralnej Strefy Wellness. Znajdują się tu dwie sauny - sucha i na podczerwień, a także gabinet masażu.,Pokój 1-os.:,Komfortowy pokój z łazienką z kabiną prysznicową, suszarką do włosów, ręcznikami i zestawem kosmetyków. W wyposażeniu: TV, WiFi, biurko i czajnik.",https://cdntravelplanet.pl/1011405/NKRA/miniature650x367/polska/trojmiasto/sopot/bb-molo_0.jpg?datago=1&t=637427747805827012
"Strona główna,Oferty na wczasy,Polska,Zatoka Gdańska,Hel",Cassubia,,26.12.2020,1 dzień,69-,RO - Bez wyżywienia,"Kraj:,POLSKA,Opis:,Cassubia znajduje się w samym środku Helu. Większość lokalnych atrakcji, takich jak port rybacki, główny deptak miasta, fokarium oraz port jachtowy z nowoczesną mariną, zwiedzić można udając się na krótki spacer. Pobyt w Helu stwarza unikatową możliwość kąpania się w wodach Zatoki Puckiej, jak i otwartego Bałtyku, a także zwiedzania historycznych schronów i baterii przeciwlotniczych. Na plażę od strony zatoki jest mniej niż 700 metrów, a na ostatnią plażę na krańcu Cypla Helskiego są 2 km.,Cassubia oferuje pokoje typu studio, które posiadają łazienkę, sypialnię, część wypoczynkową oraz dobrze wyposażone aneksy kuchenne, a także apartamenty deluxe o jeszcze większej przestrzeni i komforcie, wyremontowane w 2020 roku, utrzymane w morskiej stylistyce. Pokoje wyposażone są w telewizor i dostęp do wifi, aneksy kuchenne zaś w lodówkę, czajnik, kuchenkę mikrofalową, sztućce, talerze, kubki, szklanki. Na życzenie dostępne są deski do prasowania oraz suszarki do włosów. W łazience czekają ręczniki.,Do dyspozycji Gości dostępny jest grill ogrodowy z miejscami do siedzenia przed obiektem. Na życzenie dostępne są parawany plażowe.,Obok Cassubi znajduje się parking  dla 20 samochodów.,Studio dla 2 osób:,Studio z częścią sypialną, dzienną, aneksem kuchennym i łazienką",https://cdntravelplanet.pl/1012398/NKRA/miniature650x367/polska/zatoka-gdanska/hel/cassubia_0.jpg?datago=1&t=637430069866440391
"Strona główna,Oferty na wczasy,Polska,Trójmiasto,Gdańsk",Marina Club Residence,,16.12.2020,1 dzień,79-,RO - Bez wyżywienia,"Kraj:,POLSKA,Opis:,Marina Club Residence to nowa oferta położonego po sąsiedzku Hotelu Marina Club. Ekonomiczne apartamenty zlokalizowane są ok. 100 m od Marina Club Hotel*** i malowniczej mariny jachtowej. Nowoczesny wygląd i kameralność obiektu zapewniają cudowną atmosferę, dzięki której poczują się Państwo jak w domu.,Wybierając Marina Club Residence otrzymują Państwo pobyt w apartamencie z udogodnieniami hotelowymi. Do wyboru są apartamenty studio, apartamenty z jedną i dwiema sypialniami, o powierzchni od 20 do aż 60 m2. Wszystkie apartamenty posiadają wyposażony aneks kuchenny, TV, WiFi oraz łazienki z ręcznikami i zestawami kosmetyków.,Recepcja jest czynna całą dobę w Marina Club Hotel, 100 metrów od Marina Club Residence. Tam także znajduje się restauracja, bar oraz gabinet masażu.,Apartament studio:,Apartament z łazienką, aneksem kuchennym, TV, wifi,Apartament studio 2+1:",https://cdntravelplanet.pl/1012114/NKRA/miniature650x367/polska/trojmiasto/gdansk/marina-club-residence_0.jpg?datago=1&t=637428664894108516
"Strona główna,Oferty na wczasy,Polska,Trójmiasto,Sopot",Port Sopot,,22.12.2020,1 dzień,64-,RO - Bez wyżywienia,"Kraj:,POLSKA,Opis:,Navy Group - Port Sopot to nowoczesny obiekt położony w Dolnym Sopocie, malowniczo usytuowany między zabytkowymi willami. Plaża oddalona jest o zaledwie 200 m, a żeby dotrzeć do Monciaka i molo wystarczy ok. 5 minutowy spacer. W najbliższej okolicy znajduje się bardzo dużo restauracji i kawiarni, to świetny wybór dla osób podróżujących we dwoje, z grupą przyjaciół lub z rodziną. Obiekt do dyspozycji Gości oddał przestronne pokoje i apartamenty przeznaczone dla maksymalnie 4 osób.,Wszystkie wnętrza są klimatyzowane i dysponują prywatną łazienką z kabiną prysznicową lub wanną. W wyposażeniu znajduje się telewizor z płaskim ekranem, bezprzewodowy dostęp do internetu, sejf, lodówka, czajnik oraz ekspres do kawy. Apartamenty dodatkowo wyposażono w aneks kuchenny, dzięki czemu posiłki można przygotowywać samodzielnie.,Pokój 2-os. Superior:,Komfortowy pokój z prywatną łazienką przeznaczony dla dwóch osób. W wyposażeniu: TV, WiFi, sejf, lodówka, czajnik i ekspres do kawy.,Pokój 4-os. Superior:,Komfortowy pokój z prywatną łazienką przeznaczony dla czterech osób. W wyposażeniu: TV, WiFi, sejf, lodówka, czajnik i ekspres do kawy.",https://cdntravelplanet.pl/1010610/NKRA/miniature650x367/polska/trojmiasto/sopot/port-sopot_0.jpg?datago=1&t=637427387094372187
"Strona główna,Oferty na wczasy,Polska,Trójmiasto,Gdańsk",Sun & Snow Apartamenty Aura,,15.12.2020,2 dni,89-,RO - Bez wyżywienia,"Kraj:,POLSKA,Opis:,Sun & Snow Apartamenty Aura to nowoczesne apartamenty zlokalizowane w centrum Gdańska na Wyspie Spichrzów. Świetna lokalizacja blisko Starówki pozwala na zwiedzenie najciekawszych zabytków i atrakcji miasta. Nowoczesna infrastruktura i wszelkie udogodnienia mają zapewnić Gościom poczucie komfortu.,Do dyspozycji Gości oddano przestronne apartamenty podzielone na część dzienną z aneksem kuchennym oraz sypialną. Na wyposażeniu jest: telewizor z płaskim ekranem, bezprzewodowy internet, ekspres do kawy, zmywarka, odkurzacz, deska do prasowania, żelazko, czajnik elektryczny, płyta kuchenna oraz przybory kuchenne. Każdy apartament dysponuje prywatną łazienką z kabiną prysznicową, a w niektórych również pralką. Do dyspozycji są także udogodnienia dla rodzin z małymi dziećmi, takie jak: wanienki, krzesełka do karmienia i łóżeczka niemowlęce. Dodatkowo w niektórych apartamentach znajduje się mikrofala, piekarnik i toster.,Apartament jednopokojowy:,Komfortowy jednopokojowy apartament wyposażony w telewizor z płaskim ekranem, bezprzewodowy internet, ekspres do kawy, zmywarka, odkurzacz, deska do prasowania, żelazko, czajnik elektryczny, płyta kuchenna oraz przybory kuchenne. Apartament dysponuje prywatną łazienką z kabiną prysznicową.,Apartament dwupokojowy:,Komfortowy dwupokojowy apartament wyposażony w telewizor z płaskim ekranem, bezprzewodowy internet, ekspres do kawy, zmywarka, odkurzacz, deska do prasowania, żelazko, czajnik elektryczny, płyta kuchenna oraz przybory kuchenne. Apartament dysponuje prywatną łazienką z kabiną prysznicową.",https://cdntravelplanet.pl/1010740/NKRA/miniature650x367/polska/trojmiasto/gdansk/sun--snow-apartamenty-aura_0.jpg?datago=1&t=637428534125585547
"Strona główna,Oferty na wczasy,Polska,Wybrzeże Zachodnie,Kołobrzeg",Balticon Polanki,,12.12.2020,1 dzień,68-,RO - Bez wyżywienia,"Region:,Kołobrzeg,OPIS:,Apartments Balticon Polanki oferuje apartamenty w miejscowości Kołobrzeg. Położony 3 km od centrum jest dobrym wyborem na wakacje w regionie Bałtyk - Polskie morze.,W pokojach goście mają do dyspozycji takie udogodnienia jak balkon oraz telewizja kablowa.,Po całym dniu goście mogą naładować baterie w należącej do Apartments Balticon Polanki strefie wellness. Znajdą w niej m.in. łaźnia parowa oraz sauna fińska.,Studio dla 3 z balkonem Lux:,Studio Lux o powierzchni 33 m² z wyposażoną kuchnią oraz podwójnym łóżkiem (160 x 200 cm) i możliwą dostawką. Łazienka z prysznicem i toaletą oraz balkon.,Studio dla 3 z balkonem Lux:",https://cdntravelplanet.pl/1449607/VXEM/miniature650x367/polska/wybrzeze-zachodnie/kolobrzeg/balticon-polanki_0.jpg?datago=1&t=637429565770114375
"Strona główna,Oferty na wczasy,Polska,Wybrzeże Zachodnie,Świnoujście",VacationClub Świnoujście Apartments,,13.03.2021,1 dzień,69-,RO - Bez wyżywienia,"Kraj:,POLSKA,Opis:,VacationClub Świnoujście Apartments to nowoczesny obiekt oferujący komfortowe jedno i dwupokojowe apartamenty rozmieszczone w atrakcyjnych lokalizacjach Świnoujścia.,Apartamenty standard składają się z 1 pokoju i mogą pomieścić nawet 4 osoby. W każdym apartamencie znajduje się doskonale wyposażony aneks kuchenny, podwójne łóżko oraz rozkładana sofa, telewizor i bezprzewodowy dostęp do internetu. Apartamenty standard zlokalizowane są do 500 metrów od plaży.,Apartamenty deluxe składają się z dwóch pokoi: sypialni z podwójnym łóżkiem oraz salonu z rozkładaną sofą. Oprócz tego, w apartamentach deluxe przygotowano telewizor, bezprzewodowy dostęp do internetu oraz doskonale wyposażony aneks kuchenny. Apartamenty deluxe są zlokalizowane maksymalnie 1 km od plaży.,Goście apartamentów mogą korzystać z aquaparku mieszczącego się w luksusowym Radisson Blu Resort Świnoujście. Znajdują się w nim: basen pływacki, basen rekreacyjny z atrakcjami, m.in. sztuczną falą, basen dla dzieci ze zjeżdżalniami, 4 zjeżdżalnie, w tym dwie pontonowe, ""rwąca rzeka"", 4 jacuzzi, spray park, a także strefa saun z tepidarium. Ponadto, za dodatkową opłatą, Goście VacationClub™ mogą korzystać z gabinetów Wellness, w których wykonywane będą zabiegi upiększające i zdrowotne, masaże, zabiegi hydroterapii oraz inne.,Apartament 2-os. Studio:,Apartamenty studio (1 pokojowe) mogą pomieścić 2 osoby. Do dyspozycji Gości jest podwójne łóżko lub rozkładana i przystosowana sofa.",https://cdntravelplanet.pl/1010337/NKRA/miniature650x367/polska/wybrzeze-zachodnie/swinoujscie/vacationclub-swinoujscie-apartments_0.jpg?datago=1&t=637431174806947500
"Strona główna,Oferty na wczasy,Polska,Wybrzeże Zachodnie,Kołobrzeg",VacationClub Fredry Apartments,,18.12.2020,1 dzień,59-,RO - Bez wyżywienia,"Kraj:,POLSKA,Opis:,VacationClub Fredry Apartments to nowoczesny obiekt oferujący komfortowe i przestronne  apartamenty w atrakcyjnej lokalizacji w Kołobrzegu.,Apartamenty Standard składają się z sypialni i salonu wraz z aneksem kuchennym oraz prywatną łazienką z prysznicem. Do dyspozycji gości jest lodówka, płyta kuchenna, czajnik, piekarnik (w wybranych apartamentach), mikrofalówka (w wybranych apartamentach), zmywarka (w wybranych apartamentach) oraz komplet naczyń i akcesoria kuchenne. Wszystko co niezbędne, aby samodzielnie przygotować ulubione posiłki. Ponadto każdy apartament wyposażony jest w telewizor, suszarkę do włosów, żelazko, odkurzacz oraz bezpłatny dostęp do Wi-Fi.,Gościom apartamentów VacationClub, jako jedynym w całym budynku, gwarantujemy bezpłatny dostęp do strefy Wellness znajdującej się w Diune Hotel*****& Resort (przy ul. Sułkowskiego 4A). Znajdują się tam kryty basen z przeciwprądem, bocznymi dyszami do hydromasażu i wodospadem, a także basen dla dzieci ze zjeżdżalnią. Udogodnienia obejmują również 2 wanny z hydromasażem, suchą saunę, łaźnię turecką, saunę aromatyczną, tężnię solankową i strefę relaksu oraz możliwość korzystania z siłowni i Kids Clubu.,Apartament 2-os. standard:,Komfortowy 2-pokojowy apartament przeznaczony dla maksymalnie dwóch osób dorosłych i dwójki dzieci. W wyposażeniu: TV, WiFi, doskonale wyposażony aneks kuchenny oraz prywatna łazienka z kabiną prysznicową,Apartament 4-os. standard:",https://cdntravelplanet.pl/1010762/NKRA/miniature650x367/polska/wybrzeze-zachodnie/kolobrzeg/vacationclub-fredry-apartments_0.jpg?datago=1&t=637431726193247031
"Strona główna,Oferty na wczasy,Polska,Wybrzeże Zachodnie,Kołobrzeg",VacationClub Diune Apartments,,17.12.2020,1 dzień,64-,RO - Bez wyżywienia,"Kraj:,POLSKA,Opis:,VacationClub Diune Apartaments mieści się w nowoczesnym strzeżonym budynku położonym tuż przy parku im. Aleksandra Fredry oraz zaledwie 20 metrów od piaszczystej plaży.,Do dyspozycji gości oddane zostały elegancko urządzone i bogato wyposażone apartamenty, z których każdy podzielony jest na komfortową sypialnię z wygodnym łóżkiem, salon z rozkładaną sofą i telewizorem, łazienkę z kabiną prysznicową i aneks kuchenny. Można również korzystać z bezprzewodowego internetu WiFi.,Na terenie kompleksu znajduje się stylowa restauracja, gdzie podawane są doskonałe dania kuchni międzynarodowej. Z kolei w kawiarni można skosztować aromatycznej kawy.,Goście mogą korzystać bez ograniczeń ze strefy SPA znajdującej się w Diune Hotel & Resort. W jej skład wchodzi: kryty basen z przeciwprądem, bocznymi dyszami do hydromasażu i wodospadem, basen ze zjeżdżalnią dla dzieci, dwie wanny z hydromasażem, sauna sucha, łaźnia turecka, sauna aromatyczna, tężnia solankowa, strefa relaksu oraz siłownia. W profesjonalnych gabinetach można skorzystać z upiększających i odprężających zabiegów.,Z myślą o najmłodszych stworzono Kids Club.,Apartament max. 4-os. Standard:",https://cdntravelplanet.pl/1010334/NKRA/miniature650x367/polska/wybrzeze-zachodnie/kolobrzeg/vacationclub-diune-apartments_0.jpg?datago=1&t=637430461191606406
"Strona główna,Oferty na wczasy,Polska,Wybrzeże Zachodnie,Kołobrzeg",VacationClub Sand Apartments,,12.12.2020,1 dzień,59-,RO - Bez wyżywienia,"Kraj:,POLSKA,Opis:,VacationClub Sand Hotel Apartments usytuowany jest w pobliżu Parku im. Stefana Żeromskiego oraz w odległości 250 metrów od plaży. Obiekt mieści się w samym centrum Kołobrzegu. Goście hotelu mogą w ciągu paru minut dotrzeć do najciekawszych atrakcji i zabytków miasta. Hotel Sand łączy w sobie niebanalne wzornictwo z wysokim standardem wykończenia i architektury. Wnętrza zaprojektowane zostały ze smakiem i elegancką nowoczesnością. W hotelowej recepcji wita gości obraz Wojciecha Weissa, ponadto wnętrza zdobią rzeźby lokalnego artysty Romualda Wiśniewskiego.,Apartamenty łączą w sobie współczesną nowoczesność i klasyczną elegancję. Przestrzeń jest stonowana i niebanalna, dzięki stylowym meblom oraz aranżacji kolorystycznej, która przywodzi na myśl odbicia promieni słonecznych w morskiej tafli. W każdym z pokoi znajduje się aneks kuchenny oraz prywatna łazienka z prysznicem. Do dyspozycji gości jest mini lodówka, płyta kuchenna, ekspres do kawy, czajnik oraz komplet naczyń i akcesoria kuchenne. Wszystko co niezbędne, aby samodzielnie przygotować ulubione posiłki. Ponadto każdy apartament wyposażony jest w telewizor, suszarkę do włosów, żelazko, odkurzacz oraz bezpłatne Wi-Fi.,W hotelu znajduje się strefa SPA, w której goście mają możliwość skorzystania z zabiegów wykonywanych przez wykwalifikowaną kadrę. Pozwolą one ukoić i wydobyć ze skóry to,  co w niej najlepsze. Ponadto to goście apartamentów VacationClub mają zagwarantowany bezpłatny dostęp do hotelowej strefy Wellness, która obejmuje kryty basen z drewnianą plażą połączony ze strefą łaźni i saun. Udogodnienia obejmują również możliwość pozostawienia dzieci pod okiem profesjonalnych animatorów w sali zabaw.,Na terenie Sand Hotel mieści się restauracja Sand{acz}, która jest wizytówką i dumą obiektu. Jest ona prowadzona przez szefa Wojciecha Kempę serwującego dania inspirowane morską bryzą. Jego kuchnia ceniona jest zarówno przez gości, jak i przez jurorów prestiżowych rankingów. Osoby rezerwujące pobyt w VacationClub Sand Hotel Apartments mogą wykupić codzienne śniadania i obiadokolacje w drugim kroku rezerwacji.,Apartament 2-os. studio:,Komfortowy apartament typu studio przeznaczony dla dwóch osób. W wyposażeniu: TV, WiFi, żelazko, odkurzacz oraz doskonale wyposażony aneks kuchenny i prywatna łazienka z kabiną prysznicową",https://cdntravelplanet.pl/1010590/NKRA/miniature650x367/polska/wybrzeze-zachodnie/kolobrzeg/vacationclub-sand-apartments_0.jpg?datago=1&t=637428269485066328
